date,cash,total_value,shares_BMNR,shares_BE,shares_OKLO,shares_IREN,shares_SNDK
2025-02-20,20029.798409461975,198838.06587028503,0,1355,1886,2941,555
2025-02-21,20029.798409461975,185891.51998329163,0,1355,1886,2941,555
2025-02-24,20029.798409461975,171916.7416009903,0,1355,1886,2941,555
2025-02-25,20029.798409461975,162833.94603347778,0,1355,1886,2941,555
2025-02-26,20029.798409461975,168926.1256456375,0,1355,1886,2941,555
2025-02-27,20029.798409461975,160516.59880685806,0,1355,1886,2941,555
2025-02-28,20029.798409461975,165786.02635860443,0,1355,1886,2941,555
2025-03-03,20029.798409461975,157359.9981970787,0,1355,1886,2941,555
2025-03-04,20029.798409461975,158301.50871276855,0,1355,1886,2941,555
2025-03-05,20029.798409461975,160444.65318489075,0,1355,1886,2941,555
2025-03-06,20029.798409461975,147565.58595085144,0,1355,1886,2941,555
2025-03-07,20029.798409461975,151799.11860847473,0,1355,1886,2941,555
2025-03-10,20029.798409461975,144243.66021728516,0,1355,1886,2941,555
2025-03-11,20029.798409461975,151624.0675907135,0,1355,1886,2941,555
2025-03-12,20029.798409461975,151388.22750854492,0,1355,1886,2941,555
2025-03-13,20029.798409461975,144360.59949970245,0,1355,1886,2941,555
2025-03-14,20029.798409461975,157096.27612686157,0,1355,1886,2941,555
2025-03-17,20029.798409461975,158117.34969949722,0,1355,1886,2941,555
2025-03-18,20029.798409461975,152060.35798168182,0,1355,1886,2941,555
2025-03-19,20029.798409461975,158310.4967021942,0,1355,1886,2941,555
2025-03-20,20029.798409461975,159235.72867012024,0,1355,1886,2941,555
2025-03-21,20029.798409461975,154681.7589278221,0,1355,1886,2941,555
2025-03-24,20029.798409461975,161557.45015192032,0,1355,1886,2941,555
2025-03-25,20029.798409461975,156640.23051595688,0,1355,1886,2941,555
2025-03-26,20029.798409461975,148891.23044204712,0,1355,1886,2941,555
2025-03-27,20029.798409461975,143098.02822875977,0,1355,1886,2941,555
2025-03-28,20029.798409461975,134834.70833730698,0,1355,1886,2941,555
2025-03-31,20029.798409461975,131797.5174074173,0,1355,1886,2941,555
2025-04-01,20029.798409461975,137530.86934041977,0,1355,1886,2941,555
2025-04-02,20029.798409461975,137797.61064243317,0,1355,1886,2941,555
2025-04-03,20029.798409461975,126517.9764213562,0,1355,1886,2941,555
2025-04-04,20029.798409461975,114046.18799448013,0,1355,1886,2941,555
2025-04-07,20029.798409461975,119514.45875740051,0,1355,1886,2941,555
2025-04-08,20029.798409461975,114787.2278804779,0,1355,1886,2941,555
2025-04-09,20029.798409461975,127312.33069944382,0,1355,1886,2941,555
2025-04-10,20029.798409461975,119104.18238162994,0,1355,1886,2941,555
2025-04-11,20029.798409461975,120668.17753791809,0,1355,1886,2941,555
2025-04-14,20029.798409461975,122344.59603023529,0,1355,1886,2941,555
2025-04-15,20029.798409461975,122688.94687080383,0,1355,1886,2941,555
2025-04-16,20029.798409461975,118715.52600431442,0,1355,1886,2941,555
2025-04-17,20029.798409461975,118325.21850299835,0,1355,1886,2941,555
2025-04-21,20029.798409461975,113429.69649791718,0,1355,1886,2941,555
2025-04-22,20029.798409461975,117769.33886480331,0,1355,1886,2941,555
2025-04-23,20029.798409461975,122282.82036066055,0,1355,1886,2941,555
2025-04-24,20029.798409461975,126926.268075943,0,1355,1886,2941,555
2025-04-25,20029.798409461975,127919.47743225098,0,1355,1886,2941,555
2025-04-28,20029.798409461975,128990.97752904892,0,1355,1886,2941,555
2025-04-29,20029.798409461975,128468.45839166641,0,1355,1886,2941,555
2025-04-30,20029.798409461975,125417.59829568863,0,1355,1886,2941,555
2025-05-01,20029.798409461975,129249.62642669678,0,1355,1886,2941,555
2025-05-02,20029.798409461975,130091.37016534805,0,1355,1886,2941,555
2025-05-05,20029.798409461975,127593.15720796585,0,1355,1886,2941,555
2025-05-06,20029.798409461975,134115.40934467316,0,1355,1886,2941,555
2025-05-07,20029.798409461975,132306.99210500717,0,1355,1886,2941,555
2025-05-08,20029.798409461975,134827.48906087875,0,1355,1886,2941,555
2025-05-09,20029.798409461975,138532.98065376282,0,1355,1886,2941,555
2025-05-12,20029.798409461975,145055.7098493576,0,1355,1886,2941,555
2025-05-13,20029.798409461975,153591.09556388855,0,1355,1886,2941,555
2025-05-14,20029.798409461975,163980.3247961998,0,1355,1886,2941,555
2025-05-15,20029.798409461975,162733.6082162857,0,1355,1886,2941,555
2025-05-16,20029.798409461975,165596.78032779694,0,1355,1886,2941,555
2025-05-19,20029.798409461975,167656.26613616943,0,1355,1886,2941,555
2025-05-20,20029.798409461975,164402.77782058716,0,1355,1886,2941,555
2025-05-21,20029.798409461975,161696.4999217987,0,1355,1886,2941,555
2025-05-22,20029.798409461975,168126.75114822388,0,1355,1886,2941,555
2025-05-23,20029.798409461975,186106.3347606659,0,1355,1886,2941,555
2025-05-27,20029.798409461975,196824.74109363556,0,1355,1886,2941,555
2025-05-28,20029.798409461975,198226.05178833008,0,1355,1886,2941,555
2025-05-29,20029.798409461975,191733.72884655,0,1355,1886,2941,555
2025-05-30,20029.798409461975,190079.5100288391,0,1355,1886,2941,555
2025-06-02,20029.798409461975,190094.11641979218,0,1355,1886,2941,555
2025-06-03,20029.798409461975,189142.25973701477,0,1355,1886,2941,555
2025-06-04,20029.798409461975,189886.01942539215,0,1355,1886,2941,555
2025-06-05,32.92138957977295,184716.85800170898,2581,1355,1886,2941,555
2025-06-06,32.92138957977295,194262.69218063354,2581,1355,1886,2941,555
2025-06-09,32.92138957977295,202802.83664131165,2581,1355,1886,2941,555
2025-06-10,32.92138957977295,199782.18653202057,2581,1355,1886,2941,555
2025-06-11,32.92138957977295,227741.12686681747,2581,1355,1886,2941,555
2025-06-12,32.92138957977295,219097.58697080612,2581,1355,1886,2941,555
2025-06-13,32.92138957977295,215133.46340084076,2581,1355,1886,2941,555
2025-06-16,32.92138957977295,221893.76395082474,2581,1355,1886,2941,555
2025-06-17,32.92138957977295,212973.1315665245,2581,1355,1886,2941,555
2025-06-18,32.92138957977295,212958.18003463745,2581,1355,1886,2941,555
2025-06-20,32.92138957977295,207336.96096992493,2581,1355,1886,2941,555
2025-06-23,32.92138957977295,203300.55802631378,2581,1355,1886,2941,555
2025-06-24,32.92138957977295,217246.74085521698,2581,1355,1886,2941,555
2025-06-25,32.92138957977295,206515.01884031296,2581,1355,1886,2941,555
2025-06-26,32.92138957977295,211913.5468225479,2581,1355,1886,2941,555
2025-06-27,32.92138957977295,212654.16227769852,2581,1355,1886,2941,555
2025-06-30,32.92138957977295,293531.49933338165,2581,1355,1886,2941,555
2025-07-01,32.92138957977295,316036.0778207779,2581,1355,1886,2941,555
2025-07-02,32.92138957977295,350056.87782382965,2581,1355,1886,2941,555
2025-07-03,32.92138957977295,557751.895535469,2581,1355,1886,2941,555
2025-07-07,32.92138957977295,490815.05730342865,2581,1355,1886,2941,555
2025-07-08,32.92138957977295,496892.9823217392,2581,1355,1886,2941,555
2025-07-09,32.92138957977295,388321.0639181137,2581,1355,1886,2941,555
2025-07-10,32.92138957977295,334497.7977132797,2581,1355,1886,2941,555
